,theta0,theta_dot0,input,tau,reward,theta1,theta_dot1
0,2.321243405241245,0.6781611934938088,-2.3352804338204454,0.8317573142153418,0.7863971404266873,2.9858287897550824,-0.5693888347270025
1,0.8080797724342363,3.8597837229120167,0.4735682484954662,0.6198123009995407,0.618422267253149,-1.7745076570827591,4.708266317477928
2,-1.2862117519792828,-5.854183889078896,3.7459357890295024,0.9878446913012743,0.8492299791090805,-2.4947433012301223,6.176318227666657
3,-2.9991263597212128,-6.16303401605314,3.596609559191979,0.4719026742318927,0.410859230387865,2.4425628420489005,2.8085181908507115
4,0.012195489635438594,0.7066709133208988,-1.640865249702319,0.4055224038450709,0.3946039614323157,-0.1088380684647241,-1.1703808976321002
5,-3.0991994435002823,2.9396962902861112,1.3670555723905782,0.3831108804064897,0.3759511474355052,-2.077397205237647,1.6858474608721024
6,-0.18052580188942358,-5.098554099785735,-7.932946086527764,0.2211702577609083,0.0819842014886368,-1.8451632432936158,-6.283185307179586
7,1.5875360879752742,5.590479614366579,6.901944354583293,0.33291366707044956,0.17432412988676976,-2.227153557833073,6.283185307179586
8,2.6794150707469084,2.709888600555873,4.782499043233246,0.9529210864909017,0.734966144474192,2.554814828090156,6.283185307179586
9,-2.1632529824356608,4.65640572045106,0.8739596042247992,0.6078309491509082,0.6031883036003192,-1.6591998636834724,-2.575966260106605
10,-0.7879477337300687,0.7390636658610861,-1.8369202141133876,0.2771287817387001,0.26777769211930136,-1.331198609142185,-4.032014837817466
11,2.5670810760243423,6.07521070262675,-2.0268436461081363,0.7562617156476615,0.7251937646665788,-2.7416564153354837,-5.024942530181112
12,-2.4101144116149302,-5.224855033310232,-5.057309125030653,0.7733805073504054,0.5755778040806384,-1.3790929358733313,-6.283185307179586
13,-2.781644978127537,-3.355871688894484,-6.941344058300523,0.23826674110696566,0.12346444676141191,2.042061717146921,-6.283185307179586
14,-2.4504929557969493,-3.9062444600899955,5.1392562844271,0.1175792671330842,0.0865242838239372,-2.8449964745659293,-3.0107480027164883
15,-1.6525863227067523,3.0012773024702426,1.8386022557714519,0.22526314092939792,0.2176482144865403,-1.2614883072067127,0.9121562850891688
16,2.8635669351889117,4.88293563924781,5.199017466717331,0.8694737524706564,0.6344568872465596,2.5595715751400316,6.283185307179586
17,-0.2445567358805234,6.173727643215813,0.33575270352257114,0.0750479330169667,0.07496333157369316,0.21244543507524138,6.103700023805509
18,-2.2089072885421546,4.555502490727816,-0.4648852844964999,0.80854837281359,0.8068009515912851,2.6388777471767675,-5.6383188998847915
19,1.031448306281141,-2.362411946259225,-4.845298433397165,0.23544168588367623,0.1801672369203678,0.36912622660081684,-3.32261562442583
20,-0.12041104480939602,-3.570968613651912,1.9334313124133935,0.9006965055692935,0.867027059341723,1.9996142403957737,-2.916926510038066
21,-0.44151773388238924,-1.1202114207703602,-8.138048628586997,0.9903821515418972,0.3344734895830981,-1.0585114228203372,-6.283185307179586
22,-0.27926543719482977,0.33745963530225165,-6.101316328701145,0.947348954448069,0.5946882553235396,0.25147230381119234,-6.283185307179586
23,-0.9488016439697895,4.311024074292144,-8.95654813433075,0.6800164593325306,0.13450892521481628,1.6993299563827238,-6.283185307179586
24,0.8391831692794627,-3.5569991447511087,8.910340090599735,0.8050742759008842,0.16589231290520245,-0.8010269348604093,6.283185307179586
25,-0.19977753556535216,-4.457900100861208,8.045660728928109,0.029289172878547667,0.0103295131883436,-0.31219333427799345,-3.838134971540223
26,-1.4745458804768932,-1.5907718360508403,-8.01402420772278,0.9111718293209897,0.3259755123964737,-1.5755968452775555,-6.283185307179586
27,-2.1887374083799953,5.509295852904733,2.2271515126201393,0.8925467745070078,0.8482746349441226,1.401357097908848,6.283185307179586
28,-0.8048163767930494,2.781392333167103,-0.45087486286297285,0.42745554309192685,0.42658657666066296,-0.6478709835775547,-1.3791179393389708
29,0.7098112573586115,0.3480881399626421,4.034575186077108,0.18321306355173675,0.153390013113689,1.251055629898242,4.614792673205622
